0x5b8fd0	⊢⊞⊞⋈⋈⋈⊞⋈⋈⊞⊞⊞⊙
0x6f3b0f	⊢⋈⊞⊞⋈∋⊤∈⋈⋈⊤∈⊞≺⊤∈⊤∈⊞≺⊞≺⊞∋⋈⊞⊞⊞∈⊤∈⋈⊤∈⊤∋⊤∈⊤∈⊤∈⋈≺⊞≺∈∋⋈⋈⋈⊣∋⊞⊞≻⋈⋈⊤∈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞∈∋⋈⊙⊤∈⊡⊞⋈⋈⋈≺⋈⊙⊤∈⊡⊞⋈⋈⋈⊞⋈⋈⊞⋈⋈⊞⋈⋈⊞⋈⋈≺⋈⊙⊤∈⊡⊞⋈⋈⊞⋈⋈⋈⊞⋈⋈⊞⋈⋈⊞⋈⋈∋⋈≺⋈⊙⊤∈⊡⊞⋈⋈⋈⊞⋈⋈⋈⊞⋈⋈⊞⋈⋈≺⋈⊙⊤∈⊡⊞⋈⋈⊞⋈⋈⊞⋈⋈⊞⋈⋈≺⋈⊙⊤∈⊡⊞⋈⋈⊞⋈⋈⊞⋈⋈⊞⋈⋈⊞⋈⋈≺⋈≻⊞⋈⋈⋈⊞⋈⋈⊞⋈⋈⊞⋈⋈∋⋈∋⋈⋈⋈⋈⊣⋈≻⊞⋈⋈⊞⋈⋈⋈⊞∋⋈⋈≺⋈≻⊞⋈⋈⊞⋈⋈⊞⋈⋈⊞⋈⋈⋈⊞⋈⋈≺⋈≻⊞⋈⋈⊞⋈⋈⊞⋈⋈∋⋈≺⋈≻⊞⋈⋈⋈⊞⋈⋈⊞⋈⋈⊞⋈⋈≺⋈≻⊞⋈⋈⊞⋈⋈⋈⊞⋈⋈⊞⋈⋈≺⋈≻⊞⋈⋈⋈⊞⋈⋈⊞≺⋈⋈≻∋⋈⋈≻∋⋈⋈≻⋈⋈⋈⋈⋈⋈⊞⋈⊞⊞⋈⋈⋈⊞⊞⋈⊞⋈⊞⋈⋈⊞⊞⋈≻⋈⋈⊞⋈⋈≻⋈⋈⋈⋈≻⊞⋈⋈⊞⊞⊞⋈≻⋈⋈⊞⋈⋈≻⋈⋈⋈⋈≻⊞⊞⋈≻≻⊞⊞⊞⋈⊥⊞⋈⋈⋈⋈⊞⋈⋈⋈⊞⊞⊞⋈⋈≻⋈⋈⊞⋈⋈≻⋈⋈⋈⋈≻≻⋈⊞⊥⊞⋈⋈⋈⋈⊞⋈⋈⊞⋈⊞⊞⊞⋈⋈≻⋈⋈⊞⋈⋈≻⋈⋈⋈⋈≻≻⊞⊥⊞⋈⋈⋈⋈⊞⋈⋈⊞⋈⊞⊞⊞⋈≻⋈⋈⊞⋈⋈≻⋈⋈⋈⋈⊞≻⋈⊞⊞≻⊞⊞⋈≻⊞∋⊞⊞⋈⋈⋈⋈⊞≻⊞⋈⊞⋈⊞⊞⋈≻⋈⋈⋈⊞⋈⋈≻⋈⋈⋈⋈≻⋈⋈⊤∈⊞⊞⊞⋈∋⊞∈⋈⊞⋈≻∋⋈⋈⊞⋈≻⊞⊤∈∋⋈⊞⋈⊞⊞≻⋈⋈⋈⋈≻⊤⊞∈⊞⊞⊞⋈≻⊞⊞⋈≻⊞⊞⋈⋈⋈⋈≻⊤∈⋈≻⋈⊞⋈≻⊞⊤∈⊞⋈⋈⋈⋈⊞⊞∋⊞⊞⋈⋈⊞⋈⊞⊞⊞≻⋈⋈⋈⊞⋈⋈≻⋈⋈⋈⋈≻⊤∈⊞⊞⊞⋈≻⋈⋈⋈⋈⋈⋈⋈≻⊞⋈⋈⋈⋈⋈⋈⊣
0x6f47ae	⊢⋈⊞⋈∋⊡⊞≻⊞⊞⊤∈⊡⋈⊞≻⊞⊤∈⊞⊞⋈⊣
0x6f4877	⊢⊞⊞≻≻≻≻⊡≻⊞⊞⊞⊣
0x6f494c	⊢⊞≻≻≻≻⊞⊣
0x6f49f9	⊢⋈⋈⋈⋈⊞⋈⊞⋈⊞⊞⊤∈⊤∈∋⊞∋⊞⊞≻≻⊞⊞⋈⊤∈≺⊤∈⊤∈⊤∈≺⊤∈⊤∈⊤∈⊞⊞⊞⊞⊞⊤∈∈⊞∈∋⋈⊞⊞⋈⊞⊞⋈⊞⊞⋈⊞⊞⊞⊞⊞⋈⊞⊞⋈⊞⊤⊥⊞⊞∋⊞⊞⊞⊞⊞⊞⊞⊞⊞⊞⊞⊞⋈⊞⊞⊤∈≻≺≺≺⊞⊞⊤∈⊤∈∈∋⊞⊤∈≺⊞≺⊞⋈⋈⋈⋈⊣
0x6f4d37	⊢⋈⋈⋈⋈⋈⋈⋈⋈⊤∈⋈⋈⋈⋈⊞⊞⊞⊞∋⊤∈⋈⋈⋈⊙⊤∈∋⊞⊞⊤∈∋⋈⋈⊞∋⋈⊞⋈⋈⋈⋈⋈⋈⊣
0x6f4daf	⊢⋈⋈⋈⋈⋈⋈⊞⋈⊞⋈⋈⋈⊤∈⋈⋈⋈⋈⊞⊞∋⋈⊤∈⊞⋈⋈≺⊞∋⊤⊞⊥⋈⊥⊞⋈≻⊞⊤∈∋⋈⋈⋈⋈⋈⋈⋈⊞⋈⋈⋈⋈⋈⋈⊣
0x6f4e62	⊢⋈⋈⋈⋈⋈⋈⊞⋈⋈⋈⋈⋈⋈⋈⊞⊞≻⋈⊤∈⋈⋈⋈⋈⋈⊞⊞⊞⊞∋⊞⋈⊞⋈⋈⊞⊞⋈⊞∋⊤∈⊤∈≺⊤∈⊞⊤∈⊞⊞⊤∈⊞⊤∈⊞⋈⊤∈⊞⋈⊤∈∋⋈⋈⋈⊞⋈⋈⋈⋈⋈⋈⊣⊞⋈⋈⋈≻∋⊞⊞⊞⋈⋈⋈≻∋⊞⋈⋈≻∋⊞⋈≻⋈⊤∈⋈⋈⋈⋈⊞⊞⊞∋⊤∈⊞⊞⊞⊞⊤∈⊞⊞∋⊤∈⊞⊤∈⊞⊤∈∋⋈⊣⊞⊞⊞⊞⊞⊞⋈≻∋⊞⋈⋈≻⋈⋈⋈⋈⋈⋈⊞⋈⊞⊞⋈⋈⋈⊞⊞⋈⊞⋈⊞⋈⋈⊞⊞⋈≻⋈⋈⊞⋈⋈≻⋈⋈⋈⋈≻⊞⋈⋈⊞⊞⊞⋈⋈≻⋈⋈⊞⋈⋈≻⋈⋈⋈⋈≻⊞⊞⋈≻⊞⊞⋈≻⊞⋈⋈⋈⋈⋈⊞⋈⋈⋈⋈⊞⋈⋈⋈⋈⊞⋈⋈⋈⋈⊞⊞∋⊞⋈⊤∈⊞⊞⊞⋈⋈⋈⊞≻⊞⊞⊥⊞⊥⊞⊞⊞⊞⊞∋⋈⊤∈⊞∈∈∈∈∈∈⋈≺∋⊞∋⊞⊥⊞⊤⋈⊥⋈⊡⊡⋈⊥∈⋈⊞∈∈⋈⊞∈⊞⊥⊞⊞⊞⊥∋⋈⋈⊞⋈⊞⋈⊞⋈⋈⊞⋈⋈⊞⋈⋈⊞⋈⋈⊞⋈⋈⊞⋈⊞⋈⊞⋈⊞⋈⊞⋈⊞≻⋈⋈⋈⊞⊞⋈≻⋈⋈⋈⋈≻⊤∈∋⊞⊞⊞⋈≻⊞⊞⋈≻⊞⋈≻⊞⊞⋈⋈⊞⊞⋈≻⋈⋈⊞⋈⋈≻⋈⋈⋈⋈≻⋈⋈⋈⊞⋈⋈⋈⋈⋈⋈⊣
0x6f568c	⊢⋈⋈⋈⋈⋈⋈⊞⋈⊤∈⋈⋈⋈⋈⋈⊤∈⊞≺⋈⋈⊙⊤∈⋈⊡⊞⋈⋈⊙⋈⋈⋈≺⋈⋈⋈⊞∋⋈⊞⊞⋈⊤∈⋈⋈⊤∈≺⋈⊤∈⊤∈∋≻⊤⋈⋈⊥∋⊞⊤∈≺∋⊞⊤∈⋈⊞⋈⋈≻⋈⋈⊤∈⊞⊞⋈⊞⋈⊞⋈≻≺⋈⋈∋⋈⊞⊞⋈≻⊞⊞⋈⋈⋈⊞⊞⋈≻⊞⋈⊞⋈⊞⊞⋈≻⋈⋈⊞⋈⋈≻⋈⋈⋈⋈≻⋈⊤⊞⊞⊥⊞⊞⋈⋈⊞⊞⊥⊞⋈⋈⋈⊞⋈⋈⋈⊞⊞⊞⋈≻⋈⋈⋈⊞⋈⋈≻⋈⋈⋈⋈≻⊞⊞⋈≻⋈⊤⋈⊥⊤∈⋈⋈⊞⊞⊞⊞⊞⊞∋⊤∈⊤∈⋈⊞⊞≻∋⊞⋈⋈⊞⋈≻⊞⋈⊤∈∋⋈⊞⊞∈⋈⊞⊞⋈⊞⋈⊞⊞⋈≻⋈⋈⋈⊞⊞⋈≻⋈⋈⋈⋈≻∋⊞⊞⊞≻⊤∈⊞⊞⋈⊞⋈⊞⊞⋈≻⋈⋈⋈⊞⊞⋈⋈≻⋈⋈⋈⋈≻⊞⊞⋈≻⊞⊞⋈≻≺⊞⊞⋈⋈⊞⊞⋈⋈≻⋈⋈⋈⊞⊞⋈⋈≻⋈⋈⋈⋈⋈≻⊞⋈⊞⋈⊞⊞⊞⋈≻⋈⋈⋈⊞⋈⋈≻⋈⋈⋈⋈≻⊞⊞⊤⊞⊥⋈⊥⋈⋈⋈⋈⊞⋈⊞⋈⊞⊞⊞⋈≻⋈⋈⋈⊞⋈⋈≻⋈⋈⋈⋈≻∋⋈⋈⋈⊤∈⊤∈⊞⊞∋⊞⊤⊥⊞⊞⊤∈≺≻⋈≺⊞∋⋈⋈⋈⊤∈∋⋈⋈⊞⋈⋈⋈⊞⊞⊤∈⋈⋈⋈⊞⋈⋈⋈⋈⋈⋈∋⊤∈⊞⊤∈∋⊞⊞≺⋈⊞⋈⊞⊥⊞⊤⊥⊞∈⊞∋⋈⋈≻∋⋈⊤∈⋈⋈⋈≻⋈⋈⊤∈≺⋈⊞∋⋈⋈⊤∈⊞⋈⋈⊞⋈⋈∋⋈⊞⋈∋⋈⋈⋈⊞⋈⊞⊞⊞⊞⋈⊤∈⊞≻⋈∋⋈⊞⋈⊤∈⋈⊞⊞⊞⋈⋈⋈⊞⋈⋈≻⋈⋈⋈⋈⋈⋈≻⊤∈⋈⋈⋈⋈≻⋈⋈⋈≻⋈⋈⋈⋈≻⋈⋈⋈⋈≻⋈≺⋈⋈⋈⋈⋈⋈⋈⋈⋈≻⋈⋈⋈≻⋈⋈⋈⋈≻⋈⋈⊤⋈∈∋⋈≺⋈⋈⊤⋈∈⋈⋈⋈⊙⋈⊤⊡∋⋈⋈⋈⋈⊤∈⋈⊞⋈∋⊤∈⋈⋈⋈⋈⊙⋈⊞⊤∈∋⊞⊞∈∋⋈⊤⋈∈⊞⋈≻⋈⊞⋈⋈∋⋈⊞⋈⋈⋈⋈⋈⋈⋈⊞⋈≺⊡⋈⋈⋈⋈≻⋈∋⋈∋⊞⋈⋈⋈⋈≻⊤∈⋈⋈⋈⋈⋈⋈≻⊤∈∋⋈⋈⋈⋈⊞⊞⊤∈∋⊞⋈⋈⊡⊡⊤∈⋈⋈⋈⋈⋈⋈⋈⊙⋈⋈⊤∈∋⊞⊞⊞⊞∈∋⊞⊞⊞⋈⊤∈≺⋈⋈⋈⋈≻⋈⋈⋈≺⋈⋈⋈≻⋈⋈⋈⋈⋈⋈≺⋈⋈≺⋈∋⋈⋈∋⋈∋⊞⊞⋈≻⋈⊤∈⋈⋈⊞⋈∋⋈⋈⊞⊤⊞⊞⊥⋈⋈⊞⊞⋈⊞⋈⋈⋈⊞⋈⋈⊞⋈⊞⋈⊞⊞⋈≻⋈⋈⊞⊞⋈≻⋈⋈⋈⋈≻∋⋈⋈⊞≻∋⊞⋈⋈⋈⋈⋈⋈⊣⊞⊞⊞⋈⋈⋈⋈⊞⋈⊞⋈⋈⊞⋈⊞⋈⋈⋈⋈⋈⊞⊞⋈≻⋈⋈⊞⊞⋈≻⋈⋈⋈⋈≻⊤∈⊞⊞⊞≻⋈⊤⊞∈⋈⊞⊞⊞∋⋈⊞⋈⊞⋈⊞⋈⋈⊞⋈⊞⊞⊞≻⋈⋈⋈⊞⋈⋈≻⋈⋈⋈⋈≻⊞⊤∈≺⊞⊞⊞≻∋⋈⋈≻⋈⋈⋈⋈≻⋈≺⊞⋈⋈⋈⋈⋈≻⋈≺⊤∈⊞⊞⊞⋈⋈∋⋈⊤⋈∈⋈⋈⊡⋈∋⋈⊤∈⊞⊤∈⊞⊞≺⊞⋈∋⋈⋈⊞⋈∋⊞⊞⊤∈⋈⋈⋈≺⋈⋈≻∋⋈⋈≻⋈⋈⊞⊞⋈⋈≺
0x6f66a5	⊢⋈⋈⋈⋈⋈⋈⊞⋈⋈⊞⋈≻⊞⊞⋈⋈⋈⋈⋈⊞≻⋈⊞∋⋈⋈⋈⊤∈⋈⊞⊞∋⊤∈⋈⋈⋈⊙⊤∈∋⊞⊞⊤∈⋈⊤∈∋⊞⋈⋈≻⊤∈∋⊞⋈⋈⊞⋈⋈⋈⋈⊤∈⊞⋈⋈≻⋈⊤∈⊤∈∈⋈⋈⋈≻⊤∈⋈⋈≺⋈⊞⊞⋈≻⋈⊤∈⊤∈∈⋈⋈⋈≻⊤⋈∈⋈⋈≺⊤∈⊤∈∈⋈⋈⋈≻⊤∈⋈⋈≺⊞⊞⋈⊞⊥⋈⊞⊤⊥⊞∈⋈⋈⋈⋈⋈≻⊤∈⊞⋈⋈⋈⋈⋈⊙⋈⋈⊞≻⋈⋈⊞⋈⋈⋈⋈⋈⊞⊞≻⋈⋈⋈⋈≻⋈≺⋈⋈⋈⊞⊞⋈⋈≻⋈⋈⊞∋⋈⊤⊞⋈⊞∋⊞⋈⊞⋈⋈⋈≻⋈⋈⋈⊞≻⋈⋈⋈⊞⋈⋈⋈⋈⊞⊞⋈≻⋈⋈⋈⋈≻⋈⊤∈⊤∈⊞≻∋⊞⋈⋈⋈⋈≻⊤∈⊤⋈∈⊤∈∋⋈⊤∈∈⋈⋈⋈≻⊤⋈⋈∈⋈⋈≺⋈⋈⊡⊞≻⋈⋈⋈⋈≻⊞≻⋈⋈∋⋈≺⊞≻⋈≺⋈⊞∋⋈⋈⋈⊙⋈⋈⋈⋈≺⋈⊞⋈∋⋈⋈⋈⊙⋈⋈⋈⋈⋈⋈⋈⋈≻≺⋈⊞∋⋈⋈⋈⊙⋈⋈⋈⋈∋⊞≻∋⋈⋈⋈⋈≻⋈⋈⊞⊡⋈⊞≺⋈⋈⋈⋈∋⋈⋈⋈⋈⊙⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈≻≺⋈⊞⋈⊞⋈⋈⊞≻⊞⊞⊞⋈⋈∋⊤∈⊤∈∋⋈⋈⊞⋈⋈⋈⊞⊥⋈⋈⊙⊞⊤⊥⋈⊤∈⊞⋈⋈≻⋈⋈⋈⋈≻⋈⋈⊡⊞≺⋈⊞⊞⋈⊞⊤∈⊞⊞≺∋⊞⋈⋈∋⋈⋈⋈⋈⋈⋈⋈⋈⊞⋈⋈⋈⋈⋈⋈⋈⊞⋈⋈⋈⋈⋈⋈≺⊞∋⋈⋈≻∋⊞∋⋈⋈≻∋⊞∋⋈⋈≻∋⊞∋⋈⋈≻∋⊞⋈⋈≻⋈⊞⋈⋈≺⊞∋⋈⋈≻∋⋈≺⋈≺⋈≺⋈≺⋈≺
0x6f6f69	⊢⋈⋈⋈⋈⋈⋈⊞⋈⋈⋈⊞⋈≻⊤⋈∈⊤∈⋈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞∈∋⊞⊞⊞⋈≻⋈⋈⋈⋈⋈⋈⋈⋈⊙⊤∈⊡⋈⊞⋈⋈⋈⊞⊞⋈≻⊞⋈⊞⋈⋈⋈⊞⋈⊞⋈⊞⊞⋈⋈≻⋈⋈⊞⋈⋈≻⋈⋈⋈⋈≻⋈⋈⋈⋈⋈⊞⊞⊞⋈≻⋈⋈⊞⋈⋈≻⋈⋈⋈⋈≻⋈⋈⊞⋈⊞⋈⋈⊞⋈⊞⊞⊞⋈≻⋈⋈⊞⋈⋈≻⋈⋈⋈⋈≻⊞≻⋈⋈⋈⊞⋈⊞⊞⊞⋈≻⋈⋈⊞⋈⋈≻⋈⋈⋈⋈≻⊞⊞⋈≻⊞⊞∋⊞⊞⊞∈⊞⋈⋈⊞⊞⋈≻⋈⋈⊞⊞⋈⋈≻⋈⋈⋈⋈≻⋈⋈⋈⋈⋈⋈⋈≻∋⊞⋈⋈⋈⋈⋈⋈⊣⊤∈⊞≺⋈⋈⊙⊤∈⋈⊡⊞⋈⋈⊙⋈⋈⋈⊞⋈≻⊞⋈⋈⊞⋈⋈⊞⋈⋈⋈⊞⋈⋈⊞⋈⋈⊞⋈⋈⋈⊞⋈⋈⊞⋈⋈⊞⋈⋈⋈⊞⋈⋈⊞⊞⋈⋈⋈⋈⋈∋⋈⋈⊞⋈⋈≻⊤∈⊡⊡⊡⊞⋈⊞≻⊤∈⋈⋈⋈⋈⋈⋈∈⋈⋈⋈≻⊤∈⋈⋈≺⋈⋈∋⋈⋈⋈⊙⊞≻⋈⋈⋈⊤∈⊞≻⋈⋈∋⊞⋈⋈⋈⋈⋈⋈⋈⋈⊞⋈⋈⋈⋈⋈⋈≻⊞∋⊞⊤∈⋈⋈⋈⊤⋈∈⋈⋈⊞⊞⋈⊤∈∋⊞∋⋈⋈⊞∈⊞⋈⋈⊞⋈⊞⋈⊞⋈⋈⊞⋈⊞⋈⊞⋈⊞⋈⊞⋈⊞⊞⊞≻⋈⋈⋈⊞⊞⋈≻⋈⋈⋈⋈≻⋈⋈⋈⋈≻⊞⊞⊤∈≺⊞∋⋈⋈≻∋⋈⋈∋⊤⋈⊥⊥⋈⋈⊞⋈≻⊤∈⊞⊞⋈⊞⋈⊞⋈≻≺⊞⊡⊡⊡⋈⋈⋈⋈⋈⊞⋈⋈⋈⋈⋈≻⊞⊞⋈⊞⋈⊞⊞≻⋈⊞⋈⋈⋈⊞⋈⊞⋈⊞⊞⋈⋈≻⋈⋈⊞⊞⋈≻⋈⋈⋈⋈≻⊞⋈⋈⋈⋈⋈⊞⋈⊞⊞⊞⋈≻⋈⋈⊞⊞⋈⋈≻⋈⋈⋈⋈≻⊞⊞⊞⊞⊞⋈⊞⋈⋈⊞⋈⋈⋈⋈⋈⋈⋈⊞⊞⊞⋈≻⋈⋈⊞⋈⋈≻⋈⋈⋈⋈≻⊞⊞⋈⋈≻⊞⋈⋈⋈⋈≻⋈⋈⊞⊞⊞⋈⋈≻⋈⋈⊞⊞⋈⋈≻⋈⋈⋈⋈≻⊞⋈⊞⋈⊞⊞⊞⋈≻⋈⋈⊞⋈⋈≻⋈⋈⋈⋈≻⋈⊤∈⋈⊞⊞⊞∋⊞⋈⋈⋈⋈⊞⋈⋈⊞⋈⊞⋈⊞⊞⊞≻⋈⋈⋈⊞⋈⋈≻⋈⋈⋈⋈≻⊞⊤∈∋⊞⋈⊞⋈⋈⋈⋈⊞≻⊞⊞⋈⊞⋈⊞⊞⋈≻⋈⋈⊞⊞⋈≻⋈⋈⋈⋈≻⋈⊤∈⋈⊞⊞⊞∋⊞⋈⋈⋈⋈⊞⋈⋈⊞⋈⊞⋈⊞⊞⊞≻⋈⋈⋈⊞⋈⋈≻⋈⋈⋈⋈≻⊞⊤∈∋⋈⋈⋈⊞≻⊞≻≺∋⋈⊞⊞⋈⊞⊤∈⋈⊞⋈⋈∋⋈⋈⋈⋈≻⊞⊞∈≺∋⋈⋈∋⋈⋈⋈⋈≻⋈⋈≺⋈⊤∈⋈≻∋⋈⋈⊞⊞≺⋈⋈≻∋⋈⋈≻∋⋈≺⋈≻≺
0x6f7f00	⊢⊞⊤⊥⊞⊤⋈⊥⊤⊥⊞⋈⊤∈⊤∈∋⊞∋⊤⊥⊤⊞⊤⊥⊤⊥⊞⊞⊤∈⊞⋈⊣⋈⊤∈⊞⊣⊤⊞⊞⊥⊣
0x6f7f84	⊢⋈⋈⋈⋈⋈⊞⋈⋈⋈≻⋈⋈⋈⋈≻⋈⋈⋈⋈≻⊞⋈⋈⋈≻⋈⊞⋈⋈⋈≻⊤⋈⊥⊤⋈⊥⊞⋈⋈⋈⋈⋈⊣
0x6f801a	⊢⋈⋈⋈⋈⋈⋈⊞⋈⋈⋈⋈⊞⊞∋⊤∈⋈⋈⊞⋈⊞⋈⊞∈∋⊞⊤∈⊞⊞⋈∋⊤∈⋈⋈⋈⊙⊤∈∋⊞⊤∈∋⋈⋈≺⋈⋈≺⋈⋈⊤∈⋈∋⋈⊞⊞⋈⊞⋈⊞∋⋈⊞⊤∈⊞⋈⋈⋈⊙⊤∈∋⊞⊤∈≺⊞⋈⊤∈⊞⋈⊞∋⊤∈⋈⋈⋈⊙⊤∈∋⊞⊞∈≺⋈⋈⊤∈⋈∋⋈⋈⋈∋⊞⋈⋈⋈⋈⋈⋈⊣
0x6f81b4	⊢⊞⋈⊤∈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⋈⊞∈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞⊤⊞⊞⊥≺⊞⊣⊞∋⋈∋⊣⊞⊣⊞≺⊞⊣⊞∋⋈⊣⊞≺⊞⊣⊞≺⊞≺
0x6f8382	⊢⋈⋈⋈⋈⋈⋈⊞⋈⊞⋈⋈⋈⋈⊞⋈⋈⋈⊞⋈⋈⊞⋈⋈⊞⋈⋈⋈⊞⋈⋈⊞⋈⋈⊞⋈⋈⋈⊞⋈⋈⊞⋈⋈⊞⋈⋈⊞⋈⋈⊞⋈∋⋈⋈⋈≻⊤∈⊤∈⋈≻⋈∋⊞⊞⊞⋈∋⊞⊤∈⋈⊤∈⋈⊞⊞⊞⋈⋈⋈⋈⊞⊞⋈∋⋈⋈⊞⋈⋈⋈≻⋈⋈⋈⋈≻⋈⊤∈⋈⋈⋈⋈⋈⋈⋈∈⋈⋈⋈⋈⋈≻⊤⋈⋈∈⋈⋈⋈⋈≺⋈⋈⋈⋈∋⋈⋈⋈⋈⊙⋈⊤∈⋈⋈⋈∈⋈⋈≻⊤⋈∈⋈≺⋈⋈⋈∋⋈⋈⋈⋈⋈⊙⊤⋈⋈∈⊞≻⋈⋈∋⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⊞⋈⋈⋈⋈⋈≻⊞⊞⋈⋈⊞⋈⋈⊞⊞∈⊤⋈∈∋⋈⋈⋈⋈⋈⋈⊞⋈⋈⋈⋈⋈⋈≺⊞∋⋈⋈≻∋⊞∋⋈≻∋⋈⋈⊤∈≻∋⋈⋈≺⋈≺⋈⋈≺≻≺
0x6f887d	⊢⋈⋈⋈⋈⋈⋈⊞⋈⊞⊞⋈⋈⋈⋈⊞⋈⋈⋈⊞⋈⋈⋈⊞⋈⋈⋈⊞⋈⋈⊞⋈⋈⊞⋈⋈⋈⊞⋈⋈⋈⊞⋈⋈⊞⋈⋈⊞⋈⋈⋈⊞⋈⋈⊞⋈⋈⊞⋈⋈⊞⋈⋈⊞⋈⋈⊞⋈⋈⋈⊞⋈⋈⊞⋈⋈⊞⋈⋈⊞⋈⋈⊞⋈⋈⊞⋈⋈⊞⋈⋈⊞⋈⋈⊞∋⋈⋈⋈≻⊤∈⋈⊤∈⋈∈⋈⋈⋈≻⊤∈⋈⋈≺⋈⊞∋⋈⋈⋈⊙⊤∈∋⋈⊞⋈⋈⋈⊞⋈⊞∋⊞⊤∈≺⊞≻≺⊞∋⋈⋈≻∋⊤∈∋⋈⋈⋈⊞⋈⋈⋈⋈⋈⋈⊣⋈⊤∈⊞⊞⋈∋⊞⋈≻⊞⊤∈≺⋈≺⋈⋈≻≺
0x6f8c2d	⊢⋈⋈⋈⋈⋈⋈⊞⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⊞⋈∋⊞⋈⋈⊞⋈⋈⋈≻⋈⋈⊞⋈⋈≻⊤⋈⋈⊥⋈⋈⋈≻⊤⋈⊥⊞∋⊤∈⊞⊤∈⊞∋⊞∋⊤∈⊞⊤∈⊞∋⊤⋈⋈⊥⊤∈⊤∈⋈⊞⊤∈⊞⋈⊞⊙⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞⋈⋈⋈⊥⋈≺⋈≺⊤⋈⋈⋈⊥⋈∋⋈⊤∈⊞⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⊞⊞⋈⋈≻⋈⋈⋈⋈≻⊞⋈⋈⋈≻⋈⋈⋈⋈≻⋈⋈⋈⋈⋈⊞⋈⋈⋈⋈⋈⋈⊣
0x6f8f00	⊢⋈⋈⋈⋈⋈⋈⊞⋈⋈⋈⋈≻⊞∋⊤∈⊞⊤∈≺⊞∋⊤∈⊞⊤∈≺⊡⊞⊞⋈∋⊤∈⋈⋈⋈⊙⊤∈∋⊞⊤∈≺⊞⊞⋈⋈⋈⋈⋈⋈⊣
0x6f8fd4	⊢⋈⋈⋈⋈⋈⋈⊞⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⊞⋈∋⊞⋈⋈⊞⋈⋈⋈≻⋈⋈⊞⋈⋈≻⊤⋈⋈⊥⋈⋈⋈≻⊤⋈⊥⊞∋⊤∈⊞⊤∈⊞∋⊞∋⊤∈⊞⊤∈⊞∋⊤∈⋈⊤∈⊤⋈⋈⊥⋈≺⊤⋈⋈⊥⊤⋈∈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞⋈⋈⋈⊥⋈≺⊤∈⊤⋈⋈⊥⋈∋⋈∋⊤∈≺⊤⋈⋈⊥⊞⊤∈⊞⋈⊞⊙⋈≺⊤∈⊤∈⋈≺⊤⋈⋈⋈⊥⋈≺⋈≺⊞⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⊞⊞⋈⋈≻⋈⋈⋈⋈≻⊥⊞⊞⊥⊥⋈⋈⊥⊥⊥⊞⋈⋈⋈⋈⋈⋈⋈⋈⊞⋈⋈⋈⋈⋈⋈⊣
0x6f92ec	⊢⋈⋈⋈⋈⋈⋈⊞⋈⋈⋈⊞⊞⋈⋈⋈⋈⋈⋈⋈⊞⋈⋈⋈⋈⋈≻⊤⋈⋈⊥⋈⋈⋈≻⊤⋈⊥⊤∈⊞≺⋈⋈⋈⋈≻⊞⋈⊤∈⊞≻⋈⋈⋈⊞⋈⋈⋈⋈⋈⊞⋈⋈∋⊞⊤∈∈⊞⊞∋⊞⊞⊞∈∋⋈⋈⋈⊞⋈⋈⋈⋈⋈⋈⊣
